,size,from_Concordia,price
854,1.5,2.0,1275.0
856,4.5,7.0,1696.0
857,3.5,1.0,1350.0
858,4.5,5.0,2150.0
859,4.5,9.0,2296.0
860,1.5,8.0,720.0
861,5.5,9.0,1700.0
862,7.5,4.0,2900.0
863,1.5,9.0,740.0
864,6.5,3.0,3500.0
865,3.5,6.0,1350.0
866,4.5,9.0,1550.0
867,1.5,4.0,950.0
868,4.5,7.0,2000.0
869,5.5,10.0,1400.0
870,4.5,1.0,2639.0
871,3.5,1.0,1765.0
872,1.5,1.0,1538.0
873,3.5,3.0,1700.0
874,5.5,2.0,3442.0
875,3.5,2.0,1715.0
876,4.5,2.0,2415.0
877,1.5,2.0,1505.0
878,5.5,1.0,5025.0
879,3.5,1.0,1765.0
880,4.5,1.0,2375.0
881,5.5,5.0,3500.0
882,4.5,5.0,2000.0
883,3.5,5.0,1385.0
884,1.5,5.0,1114.0
885,3.5,2.0,1650.0
886,5.5,1.0,4820.0
887,4.5,1.0,2230.0
888,3.5,1.0,1875.0
889,1.5,6.0,1200.0
890,4.5,2.0,2390.0
891,4.5,5.0,1195.0
892,3.5,1.0,1695.0
893,4.5,1.0,2150.0
894,1.5,1.0,1655.0
895,1.5,2.0,1820.0
896,5.5,2.0,3200.0
897,5.5,2.0,3450.0
898,3.5,2.0,1605.0
899,1.5,2.0,1275.0
901,3.5,2.0,1550.0
902,4.5,8.0,1900.0
903,3.5,7.0,1390.0
904,1.5,2.0,850.0
905,1.5,8.0,720.0
906,5.5,9.0,1700.0
907,7.5,4.0,2900.0
908,1.5,9.0,740.0
909,6.5,3.0,3500.0
910,3.5,6.0,1350.0
911,4.5,9.0,1550.0
912,1.5,4.0,950.0
913,4.5,7.0,2000.0
914,5.5,10.0,1400.0
915,4.5,1.0,2639.0
916,3.5,1.0,1765.0
917,1.5,1.0,1538.0
918,3.5,3.0,1700.0
919,5.5,2.0,3442.0
920,3.5,2.0,1715.0
921,4.5,2.0,2415.0
922,1.5,2.0,1505.0
923,5.5,1.0,5025.0
924,3.5,1.0,1765.0
925,4.5,1.0,2375.0
926,5.5,5.0,3500.0
927,4.5,5.0,2000.0
928,3.5,5.0,1385.0
929,1.5,5.0,1114.0
930,3.5,2.0,1650.0
931,5.5,1.0,4820.0
932,4.5,1.0,2230.0
933,3.5,1.0,1875.0
934,1.5,6.0,1200.0
935,4.5,2.0,2390.0
936,4.5,5.0,1195.0
937,3.5,1.0,1695.0
938,4.5,1.0,2150.0
939,1.5,1.0,1655.0
940,1.5,2.0,1820.0
941,5.5,2.0,3200.0
942,5.5,2.0,3450.0
943,3.5,2.0,1605.0
944,1.5,2.0,1275.0
945,4.5,2.0,2250.0
946,1.5,4.0,850.0
947,4.5,10.0,1700.0
948,4.5,5.0,1295.0
949,3.5,2.0,1295.0
950,1.5,8.0,720.0
951,5.5,9.0,1700.0
952,7.5,4.0,2900.0
953,1.5,9.0,740.0
954,6.5,3.0,3500.0
955,3.5,6.0,1350.0
956,4.5,9.0,1550.0
957,1.5,4.0,950.0
958,4.5,7.0,2000.0
959,5.5,10.0,1400.0
960,4.5,1.0,2639.0
961,3.5,1.0,1765.0
962,1.5,1.0,1538.0
963,3.5,3.0,1700.0
964,5.5,2.0,3442.0
965,3.5,2.0,1715.0
966,4.5,2.0,2415.0
967,1.5,2.0,1505.0
968,5.5,1.0,5025.0
969,3.5,1.0,1765.0
970,4.5,1.0,2375.0
971,5.5,5.0,3500.0
972,4.5,5.0,2000.0
973,3.5,5.0,1385.0
974,1.5,5.0,1114.0
975,3.5,2.0,1650.0
976,5.5,1.0,4820.0
977,4.5,1.0,2230.0
978,3.5,1.0,1875.0
979,1.5,6.0,1200.0
980,4.5,2.0,2390.0
981,4.5,5.0,1195.0
982,3.5,1.0,1695.0
983,4.5,1.0,2150.0
984,1.5,1.0,1655.0
985,1.5,2.0,1820.0
986,5.5,2.0,3200.0
987,5.5,2.0,3450.0
988,3.5,2.0,1605.0
989,1.5,2.0,1275.0
990,3.5,9.0,1295.0
991,5.5,1.0,2650.0
992,5.5,2.0,3095.0
993,1.5,1.0,1856.0
994,3.5,2.0,2399.0
995,1.5,8.0,720.0
996,5.5,9.0,1700.0
997,7.5,4.0,2900.0
998,1.5,9.0,740.0
999,6.5,3.0,3500.0
1000,3.5,6.0,1350.0
1001,4.5,9.0,1550.0
1002,1.5,4.0,950.0
1003,4.5,7.0,2000.0
1004,5.5,10.0,1400.0
1005,4.5,1.0,2639.0
1006,3.5,1.0,1765.0
1007,1.5,1.0,1538.0
1008,3.5,3.0,1700.0
1009,5.5,2.0,3442.0
1010,3.5,2.0,1715.0
1011,4.5,2.0,2415.0
1012,1.5,2.0,1505.0
1013,5.5,1.0,5025.0
1014,3.5,1.0,1765.0
1015,4.5,1.0,2375.0
1016,5.5,5.0,3500.0
1017,4.5,5.0,2000.0
1018,3.5,5.0,1385.0
1019,1.5,5.0,1114.0
1020,3.5,2.0,1650.0
1021,5.5,1.0,4820.0
1022,4.5,1.0,2230.0
1023,3.5,1.0,1875.0
1024,1.5,6.0,1200.0
1025,4.5,2.0,2390.0
1026,4.5,5.0,1195.0
1027,3.5,1.0,1695.0
1028,4.5,1.0,2150.0
1029,1.5,1.0,1655.0
1030,1.5,2.0,1820.0
1031,5.5,2.0,3200.0
1032,5.5,2.0,3450.0
1033,3.5,2.0,1605.0
1034,1.5,2.0,1275.0
1035,4.5,2.0,1845.0
1036,3.5,8.0,1585.0
1037,4.5,4.0,1350.0
1038,4.5,7.0,1696.0
1039,4.5,6.0,1400.0
1040,1.5,8.0,720.0
1041,5.5,9.0,1700.0
1042,7.5,4.0,2900.0
1043,1.5,9.0,740.0
1044,6.5,3.0,3500.0
1045,3.5,6.0,1350.0
1046,4.5,9.0,1550.0
1047,1.5,4.0,950.0
1048,4.5,7.0,2000.0
1049,5.5,10.0,1400.0
1050,4.5,1.0,2639.0
1051,3.5,1.0,1765.0
1052,1.5,1.0,1538.0
1053,3.5,3.0,1700.0
1054,5.5,2.0,3442.0
1055,3.5,2.0,1715.0
1056,4.5,2.0,2415.0
1057,1.5,2.0,1505.0
1058,5.5,1.0,5025.0
1059,3.5,1.0,1765.0
1060,4.5,1.0,2375.0
1061,5.5,5.0,3500.0
1062,4.5,5.0,2000.0
1063,3.5,5.0,1385.0
1064,1.5,5.0,1114.0
1065,3.5,2.0,1650.0
1066,5.5,1.0,4820.0
1067,4.5,1.0,2230.0
1068,3.5,1.0,1875.0
1069,1.5,6.0,1200.0
1070,4.5,2.0,2390.0
1071,4.5,5.0,1195.0
1072,3.5,1.0,1695.0
1073,4.5,1.0,2150.0
1074,1.5,1.0,1655.0
1075,1.5,2.0,1820.0
1076,5.5,2.0,3200.0
1077,5.5,2.0,3450.0
1078,3.5,2.0,1605.0
1079,1.5,2.0,1275.0
1080,3.5,8.0,1495.0
1081,3.5,9.0,1295.0
1082,4.5,5.0,2150.0
1083,4.5,10.0,1700.0
1084,3.5,5.0,1570.0
1085,1.5,8.0,720.0
1086,5.5,9.0,1700.0
1087,7.5,4.0,2900.0
1088,1.5,9.0,740.0
1089,6.5,3.0,3500.0
1090,3.5,6.0,1350.0
1091,4.5,9.0,1550.0
1092,1.5,4.0,950.0
1093,4.5,7.0,2000.0
1094,5.5,10.0,1400.0
1095,4.5,1.0,2639.0
1096,3.5,1.0,1765.0
1097,1.5,1.0,1538.0
1098,3.5,3.0,1700.0
1099,5.5,2.0,3442.0
1100,3.5,2.0,1715.0
1101,4.5,2.0,2415.0
1102,1.5,2.0,1505.0
1103,5.5,1.0,5025.0
1104,3.5,1.0,1765.0
1105,4.5,1.0,2375.0
1106,5.5,5.0,3500.0
1107,4.5,5.0,2000.0
1108,3.5,5.0,1385.0
1109,1.5,5.0,1114.0
1110,3.5,2.0,1650.0
1111,5.5,1.0,4820.0
1112,4.5,1.0,2230.0
1113,3.5,1.0,1875.0
1114,1.5,6.0,1200.0
1115,4.5,2.0,2390.0
1116,4.5,5.0,1195.0
1117,3.5,1.0,1695.0
1118,4.5,1.0,2150.0
1119,1.5,1.0,1655.0
1120,1.5,2.0,1820.0
1121,5.5,2.0,3200.0
1122,5.5,2.0,3450.0
1123,3.5,2.0,1605.0
1124,1.5,2.0,1275.0
1125,1.5,9.0,995.0
1126,3.5,10.0,1495.0
1127,4.5,2.0,1845.0
1128,1.5,5.0,635.0
1129,4.5,2.0,3250.0
1130,1.5,8.0,720.0
1131,5.5,9.0,1700.0
1132,7.5,4.0,2900.0
1133,1.5,9.0,740.0
1134,6.5,3.0,3500.0
1135,3.5,6.0,1350.0
1136,4.5,9.0,1550.0
1137,1.5,4.0,950.0
1138,4.5,7.0,2000.0
1139,5.5,10.0,1400.0
1140,4.5,1.0,2639.0
1141,3.5,1.0,1765.0
1142,1.5,1.0,1538.0
1143,3.5,3.0,1700.0
1144,5.5,2.0,3442.0
1145,3.5,2.0,1715.0
1146,4.5,2.0,2415.0
1147,1.5,2.0,1505.0
1148,5.5,1.0,5025.0
1149,3.5,1.0,1765.0
1150,4.5,1.0,2375.0
1151,5.5,5.0,3500.0
1152,4.5,5.0,2000.0
1153,3.5,5.0,1385.0
1154,1.5,5.0,1114.0
1155,3.5,2.0,1650.0
1156,5.5,1.0,4820.0
1157,4.5,1.0,2230.0
1158,3.5,1.0,1875.0
1159,1.5,6.0,1200.0
1160,4.5,2.0,2390.0
1161,4.5,5.0,1195.0
1162,3.5,1.0,1695.0
1163,4.5,1.0,2150.0
1164,1.5,1.0,1655.0
1165,1.5,2.0,1820.0
1166,5.5,2.0,3200.0
1167,5.5,2.0,3450.0
1168,3.5,2.0,1605.0
1169,1.5,2.0,1275.0
1170,4.5,2.0,3250.0
1171,4.5,6.0,1400.0
1172,3.5,8.0,1614.0
1173,3.5,1.0,1350.0
1174,3.5,5.0,1570.0
1175,1.5,8.0,720.0
1176,5.5,9.0,1700.0
1177,7.5,4.0,2900.0
1178,1.5,9.0,740.0
1179,6.5,3.0,3500.0
1180,3.5,6.0,1350.0
1181,4.5,9.0,1550.0
1182,1.5,4.0,950.0
1183,4.5,7.0,2000.0
1184,5.5,10.0,1400.0
1185,4.5,1.0,2639.0
1186,3.5,1.0,1765.0
1187,1.5,1.0,1538.0
1188,3.5,3.0,1700.0
1189,5.5,2.0,3442.0
1190,3.5,2.0,1715.0
1191,4.5,2.0,2415.0
1192,1.5,2.0,1505.0
1193,5.5,1.0,5025.0
1194,3.5,1.0,1765.0
1195,4.5,1.0,2375.0
1196,5.5,5.0,3500.0
1197,4.5,5.0,2000.0
1198,3.5,5.0,1385.0
1199,1.5,5.0,1114.0
1200,3.5,2.0,1650.0
1201,5.5,1.0,4820.0
1202,4.5,1.0,2230.0
1203,3.5,1.0,1875.0
1204,1.5,6.0,1200.0
1205,4.5,2.0,2390.0
1206,4.5,5.0,1195.0
1207,3.5,1.0,1695.0
1208,4.5,1.0,2150.0
1209,1.5,1.0,1655.0
1210,1.5,2.0,1820.0
1211,5.5,2.0,3200.0
1212,5.5,2.0,3450.0
1213,3.5,2.0,1605.0
1214,1.5,2.0,1275.0
1215,4.5,1.0,1975.0
1216,4.5,1.0,1900.0
1217,3.5,1.0,1528.0
1218,5.5,6.0,3625.0
1219,3.5,1.0,1829.0
1220,1.5,8.0,720.0
1221,5.5,9.0,1700.0
1222,7.5,4.0,2900.0
1223,1.5,9.0,740.0
1224,6.5,3.0,3500.0
1225,3.5,6.0,1350.0
1226,4.5,9.0,1550.0
1227,1.5,4.0,950.0
1228,4.5,7.0,2000.0
1229,5.5,10.0,1400.0
1230,4.5,1.0,2639.0
1231,3.5,1.0,1765.0
1232,1.5,1.0,1538.0
1233,3.5,3.0,1700.0
1234,5.5,2.0,3442.0
1235,3.5,2.0,1715.0
1236,4.5,2.0,2415.0
1237,1.5,2.0,1505.0
1238,5.5,1.0,5025.0
1239,3.5,1.0,1765.0
1240,4.5,1.0,2375.0
1241,5.5,5.0,3500.0
1242,4.5,5.0,2000.0
1243,3.5,5.0,1385.0
1244,1.5,5.0,1114.0
1245,3.5,2.0,1650.0
1246,5.5,1.0,4820.0
1247,4.5,1.0,2230.0
1248,3.5,1.0,1875.0
1249,1.5,6.0,1200.0
1250,4.5,2.0,2390.0
1251,4.5,5.0,1195.0
1252,3.5,1.0,1695.0
1253,4.5,1.0,2150.0
1254,1.5,1.0,1655.0
1255,1.5,2.0,1820.0
1256,5.5,2.0,3200.0
1257,5.5,2.0,3450.0
1258,3.5,2.0,1605.0
1259,1.5,2.0,1275.0
1260,4.5,1.0,1975.0
1261,1.5,1.0,1510.0
1262,1.5,4.0,850.0
1263,3.5,9.0,1500.0
1264,3.5,7.0,1390.0
1265,1.5,8.0,720.0
1266,5.5,9.0,1700.0
1267,7.5,4.0,2900.0
1268,1.5,9.0,740.0
1269,6.5,3.0,3500.0
1270,3.5,6.0,1350.0
1271,4.5,9.0,1550.0
1272,1.5,4.0,950.0
1273,4.5,7.0,2000.0
1274,5.5,10.0,1400.0
1275,4.5,1.0,2639.0
1276,3.5,1.0,1765.0
1277,1.5,1.0,1538.0
1278,3.5,3.0,1700.0
1279,5.5,2.0,3442.0
1280,3.5,2.0,1715.0
1281,4.5,2.0,2415.0
1282,1.5,2.0,1505.0
1283,5.5,1.0,5025.0
1284,3.5,1.0,1765.0
1285,4.5,1.0,2375.0
1286,5.5,5.0,3500.0
1287,4.5,5.0,2000.0
1288,3.5,5.0,1385.0
1289,1.5,5.0,1114.0
1290,3.5,2.0,1650.0
1291,5.5,1.0,4820.0
1292,4.5,1.0,2230.0
1293,3.5,1.0,1875.0
1294,1.5,6.0,1200.0
1295,4.5,2.0,2390.0
1296,4.5,5.0,1195.0
1297,3.5,1.0,1695.0
1298,4.5,1.0,2150.0
1299,1.5,1.0,1655.0
1300,1.5,2.0,1820.0
1301,5.5,2.0,3200.0
1302,5.5,2.0,3450.0
1303,3.5,2.0,1605.0
1304,1.5,2.0,1275.0
1305,4.5,4.0,1500.0
1306,4.5,1.0,1975.0
1307,3.5,7.0,1390.0
1308,5.5,2.0,2100.0
1309,5.5,7.0,1490.0
1310,1.5,8.0,720.0
1311,5.5,9.0,1700.0
1312,7.5,4.0,2900.0
1313,1.5,9.0,740.0
1314,6.5,3.0,3500.0
1315,3.5,6.0,1350.0
1316,4.5,9.0,1550.0
1317,1.5,4.0,950.0
1318,4.5,7.0,2000.0
1319,5.5,10.0,1400.0
1320,4.5,1.0,2639.0
1321,3.5,1.0,1765.0
1322,1.5,1.0,1538.0
1323,3.5,3.0,1700.0
1324,5.5,2.0,3442.0
1325,3.5,2.0,1715.0
1326,4.5,2.0,2415.0
1327,1.5,2.0,1505.0
1328,5.5,1.0,5025.0
1329,3.5,1.0,1765.0
1330,4.5,1.0,2375.0
1331,5.5,5.0,3500.0
1332,4.5,5.0,2000.0
1333,3.5,5.0,1385.0
1334,1.5,5.0,1114.0
1335,3.5,2.0,1650.0
1336,5.5,1.0,4820.0
1337,4.5,1.0,2230.0
1338,3.5,1.0,1875.0
1339,1.5,6.0,1200.0
1340,4.5,2.0,2390.0
1341,4.5,5.0,1195.0
1342,3.5,1.0,1695.0
1343,4.5,1.0,2150.0
1344,1.5,1.0,1655.0
1345,1.5,2.0,1820.0
1346,5.5,2.0,3200.0
1347,5.5,2.0,3450.0
1348,3.5,2.0,1605.0
1349,1.5,2.0,1275.0
1350,1.5,2.0,850.0
1351,3.5,6.0,1470.0
1352,4.5,3.0,1795.0
1353,4.5,5.0,2150.0
1354,1.5,1.0,1135.0
1355,1.5,8.0,720.0
1356,5.5,9.0,1700.0
1357,7.5,4.0,2900.0
1358,1.5,9.0,740.0
1359,6.5,3.0,3500.0
1360,3.5,6.0,1350.0
1361,4.5,9.0,1550.0
1362,1.5,4.0,950.0
1363,4.5,7.0,2000.0
1364,5.5,10.0,1400.0
1365,4.5,1.0,2639.0
1366,3.5,1.0,1765.0
1367,1.5,1.0,1538.0
1368,3.5,3.0,1700.0
1369,5.5,2.0,3442.0
1370,3.5,2.0,1715.0
1371,4.5,2.0,2415.0
1372,1.5,2.0,1505.0
1373,5.5,1.0,5025.0
1374,3.5,1.0,1765.0
1375,4.5,1.0,2375.0
1376,5.5,5.0,3500.0
1377,4.5,5.0,2000.0
1378,3.5,5.0,1385.0
1379,1.5,5.0,1114.0
1380,3.5,2.0,1650.0
1381,5.5,1.0,4820.0
1382,4.5,1.0,2230.0
1383,3.5,1.0,1875.0
1384,1.5,6.0,1200.0
1385,4.5,2.0,2390.0
1386,4.5,5.0,1195.0
1387,3.5,1.0,1695.0
1388,4.5,1.0,2150.0
1389,1.5,1.0,1655.0
1390,1.5,2.0,1820.0
1391,5.5,2.0,3200.0
1392,5.5,2.0,3450.0
1393,3.5,2.0,1605.0
1394,1.5,2.0,1275.0
1395,4.5,8.0,1900.0
1396,5.5,2.0,3095.0
1397,6.5,1.0,3000.0
1398,4.5,9.0,2296.0
1399,3.5,2.0,1550.0
1400,1.5,8.0,720.0
1401,5.5,9.0,1700.0
1402,7.5,4.0,2900.0
1403,1.5,9.0,740.0
1404,6.5,3.0,3500.0
1405,3.5,6.0,1350.0
1406,4.5,9.0,1550.0
1407,1.5,4.0,950.0
1408,4.5,7.0,2000.0
1409,5.5,10.0,1400.0
1410,4.5,1.0,2639.0
1411,3.5,1.0,1765.0
1412,1.5,1.0,1538.0
1413,3.5,3.0,1700.0
1414,5.5,2.0,3442.0
1415,3.5,2.0,1715.0
1416,4.5,2.0,2415.0
1417,1.5,2.0,1505.0
1418,5.5,1.0,5025.0
1419,3.5,1.0,1765.0
1420,4.5,1.0,2375.0
1421,5.5,5.0,3500.0
1422,4.5,5.0,2000.0
1423,3.5,5.0,1385.0
1424,1.5,5.0,1114.0
1425,3.5,2.0,1650.0
1426,5.5,1.0,4820.0
1427,4.5,1.0,2230.0
1428,3.5,1.0,1875.0
1429,1.5,6.0,1200.0
1430,4.5,2.0,2390.0
1431,4.5,5.0,1195.0
1432,3.5,1.0,1695.0
1433,4.5,1.0,2150.0
1434,1.5,1.0,1655.0
1435,1.5,2.0,1820.0
1436,5.5,2.0,3200.0
1437,5.5,2.0,3450.0
1438,3.5,2.0,1605.0
1439,1.5,2.0,1275.0
1440,3.5,7.0,1390.0
1441,5.5,1.0,2650.0
1442,4.5,3.0,2195.0
1443,3.5,1.0,1528.0
1444,3.5,8.0,1614.0
1445,1.5,8.0,720.0
1446,5.5,9.0,1700.0
1447,7.5,4.0,2900.0
1448,1.5,9.0,740.0
1449,6.5,3.0,3500.0
1450,3.5,6.0,1350.0
1451,4.5,9.0,1550.0
1452,1.5,4.0,950.0
1453,4.5,7.0,2000.0
1454,5.5,10.0,1400.0
1455,4.5,1.0,2639.0
1456,3.5,1.0,1765.0
1457,1.5,1.0,1538.0
1458,3.5,3.0,1700.0
1459,5.5,2.0,3442.0
1460,3.5,2.0,1715.0
1461,4.5,2.0,2415.0
1462,1.5,2.0,1505.0
1463,5.5,1.0,5025.0
1464,3.5,1.0,1765.0
1465,4.5,1.0,2375.0
1466,5.5,5.0,3500.0
1467,4.5,5.0,2000.0
1468,3.5,5.0,1385.0
1469,1.5,5.0,1114.0
1470,3.5,2.0,1650.0
1471,5.5,1.0,4820.0
1472,4.5,1.0,2230.0
1473,3.5,1.0,1875.0
1474,1.5,6.0,1200.0
1475,4.5,2.0,2390.0
1476,4.5,5.0,1195.0
1477,3.5,1.0,1695.0
1478,4.5,1.0,2150.0
1479,1.5,1.0,1655.0
1480,1.5,2.0,1820.0
1481,5.5,2.0,3200.0
1482,5.5,2.0,3450.0
1483,3.5,2.0,1605.0
1484,1.5,2.0,1275.0
1485,3.5,2.0,1350.0
1486,3.5,5.0,1925.0
1487,5.5,8.0,2600.0
1488,4.5,5.0,2150.0
1489,6.5,1.0,5968.0
1490,1.5,8.0,720.0
1491,5.5,9.0,1700.0
1492,7.5,4.0,2900.0
1493,1.5,9.0,740.0
1494,6.5,3.0,3500.0
1495,3.5,6.0,1350.0
1496,4.5,9.0,1550.0
1497,1.5,4.0,950.0
1498,4.5,7.0,2000.0
1499,5.5,10.0,1400.0
1500,4.5,1.0,2639.0
1501,3.5,1.0,1765.0
1502,1.5,1.0,1538.0
1503,3.5,3.0,1700.0
1504,5.5,2.0,3442.0
1505,3.5,2.0,1715.0
1506,4.5,2.0,2415.0
1507,1.5,2.0,1505.0
1508,5.5,1.0,5025.0
1509,3.5,1.0,1765.0
1510,4.5,1.0,2375.0
1511,5.5,5.0,3500.0
1512,4.5,5.0,2000.0
1513,3.5,5.0,1385.0
1514,1.5,5.0,1114.0
1515,3.5,2.0,1650.0
1516,5.5,1.0,4820.0
1517,4.5,1.0,2230.0
1518,3.5,1.0,1875.0
1519,1.5,6.0,1200.0
1520,4.5,2.0,2390.0
1521,4.5,5.0,1195.0
1522,3.5,1.0,1695.0
1523,4.5,1.0,2150.0
1524,1.5,1.0,1655.0
1525,1.5,2.0,1820.0
1526,5.5,2.0,3200.0
1527,5.5,2.0,3450.0
1528,3.5,2.0,1605.0
1529,1.5,2.0,1275.0
1530,5.5,2.0,2100.0
1531,3.5,1.0,1829.0
1532,4.5,3.0,1795.0
1533,4.5,4.0,1350.0
1534,3.5,2.0,1499.0
1535,1.5,8.0,720.0
1536,5.5,9.0,1700.0
1537,7.5,4.0,2900.0
1538,1.5,9.0,740.0
1539,6.5,3.0,3500.0
1540,3.5,6.0,1350.0
1541,4.5,9.0,1550.0
1542,1.5,4.0,950.0
1543,4.5,7.0,2000.0
1544,5.5,10.0,1400.0
1545,4.5,1.0,2639.0
1546,3.5,1.0,1765.0
1547,1.5,1.0,1538.0
1548,3.5,3.0,1700.0
1549,5.5,2.0,3442.0
1550,3.5,2.0,1715.0
1551,4.5,2.0,2415.0
1552,1.5,2.0,1505.0
1553,5.5,1.0,5025.0
1554,3.5,1.0,1765.0
1555,4.5,1.0,2375.0
1556,5.5,5.0,3500.0
1557,4.5,5.0,2000.0
1558,3.5,5.0,1385.0
1559,1.5,5.0,1114.0
1560,3.5,2.0,1650.0
1561,5.5,1.0,4820.0
1562,4.5,1.0,2230.0
1563,3.5,1.0,1875.0
1564,1.5,6.0,1200.0
1565,4.5,2.0,2390.0
1566,4.5,5.0,1195.0
1567,3.5,1.0,1695.0
1568,4.5,1.0,2150.0
1569,1.5,1.0,1655.0
1570,1.5,2.0,1820.0
1571,5.5,2.0,3200.0
1572,5.5,2.0,3450.0
1573,3.5,2.0,1605.0
1574,1.5,2.0,1275.0
1575,4.5,6.0,3295.0
1576,3.5,5.0,1570.0
1577,3.5,8.0,1585.0
1578,4.5,5.0,2150.0
1579,3.5,5.0,1925.0
1580,1.5,8.0,720.0
1581,5.5,9.0,1700.0
1582,7.5,4.0,2900.0
1583,1.5,9.0,740.0
1584,6.5,3.0,3500.0
1585,3.5,6.0,1350.0
1586,4.5,9.0,1550.0
1587,1.5,4.0,950.0
1588,4.5,7.0,2000.0
1589,5.5,10.0,1400.0
1590,4.5,1.0,2639.0
1591,3.5,1.0,1765.0
1592,1.5,1.0,1538.0
1593,3.5,3.0,1700.0
1594,5.5,2.0,3442.0
1595,3.5,2.0,1715.0
1596,4.5,2.0,2415.0
1597,1.5,2.0,1505.0
1598,5.5,1.0,5025.0
1599,3.5,1.0,1765.0
1600,4.5,1.0,2375.0
1601,5.5,5.0,3500.0
1602,4.5,5.0,2000.0
1603,3.5,5.0,1385.0
1604,1.5,5.0,1114.0
1605,3.5,2.0,1650.0
1606,5.5,1.0,4820.0
1607,4.5,1.0,2230.0
1608,3.5,1.0,1875.0
1609,1.5,6.0,1200.0
1610,4.5,2.0,2390.0
1611,4.5,5.0,1195.0
1612,3.5,1.0,1695.0
1613,4.5,1.0,2150.0
1614,1.5,1.0,1655.0
1615,1.5,2.0,1820.0
1616,5.5,2.0,3200.0
1617,5.5,2.0,3450.0
1618,3.5,2.0,1605.0
1619,1.5,2.0,1275.0
1620,5.5,1.0,4820.0
1621,4.5,1.0,2230.0
1622,4.5,6.0,3295.0
1623,3.5,5.0,1925.0
1624,4.5,2.0,1850.0
1625,1.5,8.0,720.0
1626,5.5,9.0,1700.0
1627,7.5,4.0,2900.0
1628,1.5,9.0,740.0
1629,6.5,3.0,3500.0
1630,3.5,6.0,1350.0
1631,4.5,9.0,1550.0
1632,1.5,4.0,950.0
1633,4.5,7.0,2000.0
1634,5.5,10.0,1400.0
1635,4.5,1.0,2639.0
1636,3.5,1.0,1765.0
1637,1.5,1.0,1538.0
1638,3.5,3.0,1700.0
1639,5.5,2.0,3442.0
1640,3.5,2.0,1715.0
1641,4.5,2.0,2415.0
1642,1.5,2.0,1505.0
1643,5.5,1.0,5025.0
1644,3.5,1.0,1765.0
1645,4.5,1.0,2375.0
1646,5.5,5.0,3500.0
1647,4.5,5.0,2000.0
1648,3.5,5.0,1385.0
1649,1.5,5.0,1114.0
1650,3.5,2.0,1650.0
1651,5.5,1.0,4820.0
1652,4.5,1.0,2230.0
1653,3.5,1.0,1875.0
1654,1.5,6.0,1200.0
1655,4.5,2.0,2390.0
1656,4.5,5.0,1195.0
1657,3.5,1.0,1695.0
1658,4.5,1.0,2150.0
1659,1.5,1.0,1655.0
1660,1.5,2.0,1820.0
1661,5.5,2.0,3200.0
1662,5.5,2.0,3450.0
1663,3.5,2.0,1605.0
1664,1.5,2.0,1275.0
1665,4.5,3.0,2225.0
1666,5.5,2.0,2100.0
1667,3.5,8.0,1440.0
